Data,Cód Regulado ANP,Produtor-Importador,Código do Produto,Descrição do Produto,Região do Destinatário,UF do Destinatário,Volume-Litros
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUL,PR,13520
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUL,RS,63040
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501001,Ciclo Otto,SUL,SC,10876
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,CENTRO OESTE,DF,576
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,CENTRO OESTE,GO,1780
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,CENTRO OESTE,MT,600
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORDESTE,BA,13324
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORDESTE,CE,14740
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORDESTE,PB,4560
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORDESTE,PE,10212
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORDESTE,PI,6820
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORDESTE,RN,2000
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORTE,AC,6648
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORTE,AM,700
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,NORTE,RO,1648
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUDESTE,ES,7260
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUDESTE,MG,22472
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUDESTE,RJ,6416
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUDESTE,SP,58000
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUL,PR,3200
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUL,RS,18700
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620501002,Ciclo Diesel,SUL,SC,12940
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,NORDESTE,BA,60
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,NORDESTE,CE,360
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,NORDESTE,PB,120
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,NORDESTE,PE,120
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,NORDESTE,PI,76
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,NORTE,AC,1560
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUDESTE,ES,144
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUDESTE,MG,516
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUDESTE,RJ,180
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUDESTE,SP,1600
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUL,PR,216
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUL,RS,504
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620502001,Motores 2 tempos,SUL,SC,104
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,DF,1648
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,3652
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MT,3200
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,10728
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,CE,14880
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,MA,2080
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PB,4980
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PE,61112
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PI,10272
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,RN,384
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AC,6228
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,1440
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,60
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,RO,3564
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,ES,9328
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,46612
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,12004
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,220492
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,25680
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,42832
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,34848
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,GO,72
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,240
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PB,120
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,968
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AC,1200
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AM,24
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,ES,540
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,476
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,20
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,2716
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,436
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,360
06/2019,1084176,REGELUB LUBRIFICANTES EIRELI,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,240
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,DF,2208
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,GO,9216
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MT,7200
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,6044
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,CE,6600
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PB,1700
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,RN,2620
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,PA,608
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,RO,7960
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,TO,216
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,5896
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,4892
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,19024
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,12880
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,1664
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,524
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,CENTRO OESTE,DF,5544
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,CENTRO OESTE,GO,44608
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,CENTRO OESTE,MT,8808
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORDESTE,BA,25420
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORDESTE,CE,28904
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORDESTE,PB,7800
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORDESTE,PE,648
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORDESTE,RN,11880
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORTE,PA,1728
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORTE,RO,14280
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,NORTE,TO,240
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUDESTE,ES,15628
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUDESTE,MG,20500
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUDESTE,RJ,32068
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUDESTE,SP,115804
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUL,PR,79824
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUL,RS,26448
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501001,Ciclo Otto,SUL,SC,6468
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,CENTRO OESTE,DF,2300
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,CENTRO OESTE,GO,39516
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,CENTRO OESTE,MT,37600
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORDESTE,BA,10288
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORDESTE,CE,12360
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORDESTE,PB,4600
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORDESTE,PE,1000
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORDESTE,RN,5880
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORTE,PA,3600
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORTE,RO,19720
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,NORTE,TO,5796
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUDESTE,ES,4340
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUDESTE,MG,30096
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUDESTE,RJ,11360
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUDESTE,SP,55164
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUL,PR,56408
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUL,RS,9668
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620501002,Ciclo Diesel,SUL,SC,5488
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,CENTRO OESTE,GO,48
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,NORDESTE,BA,264
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,NORDESTE,CE,420
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,NORDESTE,RN,60
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,NORTE,PA,48
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,NORTE,TO,96
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,SUDESTE,ES,60
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,SUDESTE,MG,620
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,SUDESTE,RJ,420
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,SUDESTE,SP,2268
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,SUL,PR,1832
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620502001,Motores 2 tempos,SUL,RS,560
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,DF,2452
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,75376
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MT,37480
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,10740
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,CE,16592
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PB,2520
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PE,72
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PI,600
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,RN,1568
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,636
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,RO,13540
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,TO,4444
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,ES,4960
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,34084
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,30500
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,96424
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,95872
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,19536
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,8568
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,276
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,CE,300
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620601004,Outros Óleos Lubrificantes Acabados,NORTE,PA,24
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620601004,Outros Óleos Lubrificantes Acabados,NORTE,RO,240
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,24
06/2019,2737439,MARCIO BENEDITO VECCHI EIRELI - EPP,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,1320
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PB,1000
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,11140
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,540
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,7000
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620501001,Ciclo Otto,SUDESTE,SP,12
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,40
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,22660
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,1200
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,1600
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,GO,600
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,40
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,2000
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AM,100
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,RO,100
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,5880
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,520
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,43310
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,240
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,16260
06/2019,3099254,SPARK LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,19200
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,GO,4923
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,920
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,CE,34
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PI,240
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AM,3
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,3964
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,178
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,8488
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,396
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,523
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,152
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620501002,Ciclo Diesel,CENTRO OESTE,DF,27
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620501002,Ciclo Diesel,SUDESTE,RJ,12
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620501002,Ciclo Diesel,SUDESTE,SP,330
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620501002,Ciclo Diesel,SUL,SC,18
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,34
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PE,270
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,80
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,18
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,339
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,40
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,1474
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,11
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,CE,20
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,95
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,ES,22
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,659
06/2019,3102205,ITW CHEMICAL PRODUCTS LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,551
